799,46081	3,68992	3,50928	4,67411	4,05547	3,57998	3,74055	3,46986	3,50519	3,53931	3,44737	3,63388
800,42518	3,44367	3,49798	3,84504	3,91816	3,48596	3,82387	3,81371	3,53005	3,39603	3,45982	4,16289
801,38955	3,43849	3,39444	3,5837	3,82623	3,68261	3,83838	3,84838	3,29952	3,48514	3,14666	3,87091
802,35392	3,41538	3,42055	3,69482	3,78415	3,83128	3,49863	3,67233	3,32062	3,47058	3,30046	4,0959
803,31828	3,57436	3,50616	3,82327	3,71616	3,57556	3,43966	3,76688	3,3103	3,4925	3,11484	3,95546
804,28265	3,79023	3,6855	3,77602	3,51583	3,4579	3,46368	3,5909	3,29605	3,63096	3,06458	3,76348
805,24702	3,38167	4,02647	3,81872	3,67566	3,59946	3,68253	3,42385	3,24898	3,56468	3,66054	3,68026
806,21139	3,26134	3,85293	3,98955	4,03782	3,85041	3,75427	3,44618	3,3303	3,54685	3,13944	3,68156
807,17575	3,20338	3,56924	3,90211	3,85557	3,71702	3,60899	3,61586	3,22605	3,77395	3,2959	3,86276
808,14012	3,23113	3,44385	3,90164	3,63942	3,78883	3,56124	3,61387	3,17436	3,64161	3,42237	3,97884
809,10449	3,36341	3,50138	3,39643	3,5382	3,68626	3,49469	3,58493	3,26032	3,48586	3,26296	3,48854
810,06886	3,3636	3,60308	3,38097	3,42108	3,45472	3,60022	3,32405	3,55016	3,49828	3,20497	3,52646
811,03323	3,33187	3,44921	3,37385	3,38162	3,3568	3,72928	3,31317	3,46647	3,48828	3,37243	3,67732
811,99759	3,28464	3,3321	3,30824	3,29718	3,32965	3,62573	3,37302	3,37497	3,41134	3,49629	3,55702
812,96196	3,17488	3,28564	3,29093	3,24387	3,46778	3,54943	3,35415	3,13435	3,36701	3,41252	3,50433
813,92633	3,13793	3,17103	3,30543	3,23936	3,50758	3,39965	3,25975	3,00301	3,31085	3,28662	3,52028
814,8907	3,12999	3,11291	3,28986	3,27091	3,44177	3,19112	3,1732	3,00438	3,18996	3,14537	3,43694
815,85506	3,16619	3,12639	3,18496	3,18237	3,33727	3,10232	3,13567	3,0575	3,13927	3,14629	3,25168
816,81943	3,02927	3,10099	3,09657	3,09727	3,22632	3,11132	3,12114	3,06246	3,14274	3,10787	3,31085
817,7838	2,92195	3,05502	3,08064	3,09142	3,18501	3,23968	3,11066	3,00223	3,15806	3,35722	3,46391
818,74817	2,98615	3,05258	3,09399	3,05743	3,06921	3,16957	3,11212	3,04267	3,12648	3,43449	3,4215
819,71253	3,04206	3,01002	3,0698	3,05441	2,95348	3,04793	3,06386	3,03429	3,11603	3,53192	3,28966
820,6769	2,89994	2,85593	2,97156	3,00053	2,89684	3,01114	3,00383	2,99698	3,10478	3,20204	3,11587
821,64127	2,86129	2,79301	2,92508	2,9525	2,96593	2,95998	2,97168	2,85476	2,98497	3,11292	2,96111
822,60564	2,81902	2,79219	2,90124	2,90374	3,02668	2,92305	2,91233	2,75758	2,89001	3,21002	3,05884
823,57001	2,70904	2,76991	2,8433	2,81747	2,91863	2,92143	2,84579	2,79338	2,84345	2,99686	3,22658
824,53437	2,70828	2,7824	2,81009	2,79939	2,82131	2,88312	2,7981	2,81187	2,8161	2,94471	3,25379
825,49874	2,72305	2,77739	2,76034	2,77267	2,76968	2,78755	2,74191	2,78965	2,82724	2,9703	3,11183
826,46311	2,6913	2,74297	2,70426	2,74471	2,76528	2,7356	2,70114	2,80806	2,81976	3,07817	3,04625
827,42748	2,67707	2,68572	2,67782	2,73438	2,74839	2,71402	2,66033	2,82595	2,78462	3,02097	3,00922
828,39184	2,64476	2,64619	2,67315	2,69261	2,68876	2,6717	2,64379	2,83195	2,76949	2,80053	3,01009
829,35621	2,59013	2,6164	2,66254	2,63965	2,67328	2,62459	2,63648	2,70151	2,72023	2,72417	3,01664
830,32058	2,55625	2,58694	2,6239	2,60073	2,65804	2,59787	2,61568	2,63639	2,67044	2,70192	2,96609
831,28495	2,54952	2,56054	2,57215	2,57808	2,63203	2,59024	2,60758	2,62634	2,63304	2,623	2,88893
832,24931	2,52713	2,52753	2,53341	2,5494	2,62209	2,57689	2,57541	2,61349	2,59108	2,61944	2,82848
833,21368	2,50731	2,49842	2,51066	2,52786	2,56801	2,54945	2,52116	2,62487	2,56401	2,65947	2,82607
834,17805	2,48521	2,45052	2,48345	2,50642	2,50043	2,50166	2,49264	2,58784	2,55615	2,609	2,79472
835,14242	2,4546	2,42343	2,45801	2,46434	2,46858	2,44665	2,48345	2,51399	2,5568	2,61356	2,75039
836,10679	2,41817	2,42044	2,42826	2,4295	2,43923	2,41607	2,45135	2,45379	2,52821	2,68482	2,71224
837,07115	2,38597	2,40094	2,39892	2,41006	2,41337	2,40744	2,41373	2,41728	2,48739	2,62749	2,69902
838,03552	2,36	2,36326	2,37447	2,38845	2,39276	2,37901	2,39173	2,38631	2,44682	2,54075	2,69334
838,99989	2,33173	2,32819	2,3485	2,3621	2,36446	2,34582	2,35402	2,38463	2,41957	2,53077	2,65084
839,96426	2,30656	2,3065	2,31776	2,32589	2,33108	2,33463	2,31873	2,4006	2,39406	2,49763	2,61435
840,92862	2,2773	2,28117	2,28566	2,29515	2,29382	2,31236	2,30389	2,35873	2,34779	2,4362	2,57032
841,89299	2,25116	2,25679	2,2606	2,27043	2,2672	2,27753	2,29359	2,31133	2,31489	2,38223	2,52402
842,85736	2,23607	2,2332	2,23596	2,24398	2,25277	2,24636	2,2694	2,26208	2,29778	2,34586	2,5028
843,82173	2,22027	2,21206	2,21957	2,22156	2,23869	2,22997	2,2361	2,23204	2,2828	2,31207	2,48682
844,78609	2,19249	2,18805	2,19865	2,19434	2,2128	2,21898	2,20671	2,23183	2,2602	2,30152	2,45159
845,75046	2,16057	2,1563	2,16426	2,17046	2,1842	2,19727	2,18071	2,22817	2,2303	2,29585	2,42628
846,71483	2,13239	2,13527	2,13574	2,14931	2,15512	2,17292	2,16154	2,21864	2,20085	2,2675	2,42075
847,6792	2,10176	2,12323	2,11855	2,12953	2,13141	2,14661	2,14514	2,1859	2,17457	2,25451	2,40457
848,64357	2,08261	2,10884	2,10422	2,11223	2,11921	2,1193	2,12294	2,15784	2,15315	2,2439	2,39415
849,60793	2,07601	2,07935	2,08521	2,08982	2,10281	2,0942	2,09694	2,12674	2,13354	2,20742	2,37327
850,5723	2,06258	2,05094	2,06471	2,06968	2,0845	2,07839	2,07314	2,0965	2,11594	2,1738	2,3364
851,53667	2,03864	2,03505	2,03972	2,04634	2,06051	2,06172	2,05481	2,0776	2,09535	2,14712	2,30838
852,50104	2,01271	2,01821	2,01956	2,02771	2,03402	2,0331	2,04069	2,05003	2,07568	2,12965	2,28168
853,4654	1,98504	1,99825	1,99849	2,01156	2,01048	2,00595	2,02302	2,02919	2,05531	2,10534	2,25661
